FID,ArrestID,Arrest_Dat,ArrestTime,streetnbr,street,city,state,zip,Name_ID,age,race,sex,Team,Beat,X,Y,recblock,charge,x2,y2
18,63364,12/16/15,1424,685,KING ST,CHARLESTON,SC,29403,77500,60,B,M,T1,126,2324325.25,352179.25, ,PUBLIC INTOXICATION,,
19,59927,7/26/15,1521,24,SHEPPARD ST/NASSAU ST,CHARLESTON,SC,29403,286649,32,W,M,T1,124,2325770.5,352441.34, ,OPEN CONTAINER ALCOHOL,,
20,63365,12/16/15,1340,478,MEETING ST,CHARLESTON,SC,29403,1526,40,B,F,T1,124,2325659.5,351915.66, ,POSS COCAINE BASE,,
21,59928,7/26/15,942,1175,FOLLY RD,CHARLESTON,SC,29412,155267,51,W,M,T3,322,2317389.5,325638.97, ,SHOPLIFTING,,
22,63366,12/16/15,1452,51,NASSAU ST,CHARLESTON,SC,29403,10893,57,B,M,T1,124,2326146.5,351182, ,SIMPLE ASSAULT,,
23,59929,7/26/15,1812,939,MAIN ST/BURGER ST,CHARLESTON,SC,29407,98138,34,B,M,T4,425,2311901.75,350386.66, ,DUS 1ST,,
24,63368,12/16/15,1906,2040,ASHLEY RIVER RD,CHARLESTON,SC,29407,348760,33,I,M,T4,434,2298730.25,357246.97, ,DUS 1ST,,
25,59930,7/26/15,2136,2100,HERIOT ST/KING ST,CHARLESTON,SC,29403,147336,22,W,F,T1,129,2322132.75,359377.59, ,SIMPLE POSS MARIJUANA 1ST,,
26,63369,12/16/15,2000,375,MEETING ST,CHARLESTON,SC,29403,141050,33,B,M,T1,122,2326622.25,349678.41, ,TRESPASSING,,
27,59931,7/26/15,1920,1511,ORANGE GROVE RD/E AVALON CIR,CHARLESTON,SC,29407,330133,15,B,M,T4,429,2305008,357684.78, ,SIMPLE ASSAULT,,
28,63370,12/16/15,2057,14,BLAKE ST/DRAKE ST,CHARLESTON,SC,29403,313218,37,W,M,T1,124,2327058.5,352842, ,OUT OF AGENCY WARRANT,,
29,59932,7/26/15,2253,36,COMING ST/MONTAGU ST,CHARLESTON,SC,29401,42131,21,W,M,T2,224,2326403.25,346908.47, ,SIMPLE POSS MARIJUANA 1ST,,
30,63372,12/16/15,2307,63,MARY ST,CHARLESTON,SC,29403,203493,55,B,M,T1,122,2326324,350024.94, ,PUBLIC URINATION / DEFECATION,,
31,59933,7/26/15,2352,1,S ENSTON AVE/SIMONS ST,CHARLESTON,SC,29403,3672,26,B,M,T1,127,2321839.75,355600.91, ,POSS COCAINE BASE,,
32,63373,12/16/15,2351,0,KING ST/JOHN ST,CHARLESTON,SC,29403,143536,29,W,M,T1,122,2326407,349093.41, ,SIMPLE ASSAULT,,
33,63374,12/16/15,2356,999,FORT JOHNSON RD/BAYVIEW FARMS BLVD,CHARLESTON,SC,29412,102945,27,B,M,T3,323,2328486.5,328087.28, ,RECKLESS DRIVING,,
34,63376,12/16/15,2314,381,KING ST/CALHOUN ST,CHARLESTON,SC,29401,304657,57,W,F,T2,224,2326886.25,348233.03, ,TRESPASSING,,
35,63377,12/17/15,150,1,RADCLIFFE ST/KING ST,CHARLESTON,SC,29403,97068,19,W,M,T1,122,2326231,349363, ,PUBLIC URINATION / DEFECATION,,
36,63378,12/16/15,2350,1000,KING ST,CHARLESTON,SC,29403,64896,28,B,M,T1,126,2322796.5,354324.06, ,PWID/MANUF MARIJUANA,,
37,63379,12/17/15,1316,150,CALHOUN ST/KING ST,CHARLESTON,SC,29401,16711,58,W,M,T2,224,2326890.75,348247.69, ,OPEN CONTAINER ALCOHOL,,
38,63380,12/17/15,1347,3951,WEST ASHLEY CIR,CHARLESTON,SC,29414,112404,18,W,F,T4,433,2282170.5,360858.56, ,SIMPLE POSS MARIJUANA 1ST,,
39,63381,12/17/15,900,180,LOCKWOOD BLVD,CHARLESTON,SC,29403,65638,26,W,M,T1,128,2319662.25,349328.03, ,POSS COCAINE,,
40,63382,12/17/15,925,1224,OLD TOWNE RD/FORT ROYAL AVE,CHARLESTON,SC,29407,348825,31,W,M,T4,427,2308453.5,352762.47, ,SIMPLE POSS MARIJUANA 1ST,,
41,63383,12/17/15,937,0,LEEDS AVE/I526,CHARLESTON COUNTY,SC,29405,347233,64,W,M, , ,2301415.25,368416.09, ,CSC W/ MINOR (UNDER 11 YOA),,
42,63384,12/17/15,1022,1224,OLD TOWNE RD/FORT ROYAL AVE,CHARLESTON,SC,29407,301202,30,W,M,T4,427,2308453.5,352762.47, ,SIMPLE POSS MARIJUANA 1ST,,
43,63385,12/17/15,1134,1544,SEACROFT RD,CHARLESTON,SC,29412,21730,27,B,M,T3,323,2320153.5,322309.22, ,TRAFFICKING COCAINE 28-100G,,
44,63386,12/17/15,1147,1544,SEACROFT RD,CHARLESTON,SC,29412,62284,34,B,M,T3,323,2320153.5,322309.22, ,POSS MARIJUANA 2ND +,,
45,63387,12/17/15,1048,61,FORT ROYAL AVE,CHARLESTON,SC,29407,348837,51,W,M,T4,427,2308763.75,352774.13, ,TRAFFICKING METHAMPHETAMINE 10-28G,,
46,63388,12/17/15,1349,1000,FORT JOHNSON RD,CHARLESTON,SC,29412,315896,14,W,F,T3,322,2327746.25,328373.91, ,SIMPLE ASSAULT,,
47,63389,12/17/15,1227,78,COLUMBUS ST,CHARLESTON,SC,29403,7387,69,B,M,T1,124,2326487.5,351891.38, ,POSS COCAINE BASE,,
48,63390,12/17/15,1815,375,KING ST,CHARLESTON,SC,29401,149466,57,W,M,T2,224,2326915.5,348114, ,OPEN CONTAINER ALCOHOL,,
49,63392,12/17/15,1840,2060,SAM RITTENBERG BLVD,CHARLESTON,SC,29407,221213,14,W,F,T4,431,2297843.25,352309.28, ,SHOPLIFTING,,
50,63393,12/17/15,1845,2060,SAM RITTENBERG BLVD,CHARLESTON,SC,29407,348872,16,W,F,T4,431,2297843.25,352309.28, ,SHOPLIFTING,,
51,63394,12/17/15,1611,1130,CAMP RD,CHARLESTON COUNTY,SC,29412,10551,56,B,M,T3,322,2324057.5,326553.41, ,PUBLIC INTOXICATION,,
52,63395,12/17/15,1834,0,KING ST/JOHN ST,CHARLESTON,SC,29403,199330,27,B,F,T1,122,2326407,349093.41, ,DUS 1ST,,
53,63396,12/17/15,2150,135,CALHOUN ST,CHARLESTON,SC,29401,345071,19,W,F,T2,221,2327302.75,348393.13, ,FAKE ID / ALTERED DRIVING LICENSE,,
54,63397,12/17/15,2110,135,CALHOUN ST,CHARLESTON,SC,29401,348902,20,W,F,T2,221,2327302.75,348393.13, ,FAKE ID / ALTERED DRIVING LICENSE,,
55,63399,12/17/15,2229,203,E BAY ST/CUMBERLAND ST,CHARLESTON,SC,29401,49542,53,B,M,T2,222,2329719,346187.75, ,DUS 1ST,,
56,63400,12/17/15,2210,1,SPRING ST/MEETING ST,CHARLESTON,SC,29403,229659,56,B,M,T1,122,2325981.75,351230.28, ,OPEN CONTAINER ALCOHOL,,
57,63401,12/17/15,2320,150,CALHOUN ST/KING ST,CHARLESTON,SC,29401,348910,20,W,M,T2,224,2326890.75,348247.69, ,MINOR IN POSSESSION OF LIQUOR,,
58,63402,12/18/15,50,466,KING ST,CHARLESTON,SC,29403,97910,29,B,M,T1,122,2326125,349638.22, ,PUBLIC DISORDERLY CONDUCT,,
59,63403,12/18/15,15,56,HANOVER ST,CHARLESTON,SC,29403,7336,28,B,M,T1,124,2326343.25,352095.94, ,PUBLIC URINATION / DEFECATION,,
60,63404,12/17/15,2000,375,MEETING ST,CHARLESTON,SC,29403,251312,34,B,M,T1,122,2326622.25,349678.41, ,OPEN CONTAINER ALCOHOL,,
61,63406,12/18/15,1116,180,LOCKWOOD DR,CHARLESTON,SC,29403,346398,42,B,M,T1,128,2319581.25,349133.84, ,SHOPLIFTING,,
62,63407,12/18/15,931,18,N HAMPSTEAD SQ,CHARLESTON,SC,29403,139526,24,B,M,T1,124,2326647.25,352191.63, ,TRESPASSING,,
63,63408,12/18/15,1326,0,I526/SEVEN FARMS DR RAMP,CHARLESTON,SC,29492,348979,34,W,M,T5,521,2335186.25,378012.97, ,NO SC DRIVERS LICENSE,,
64,63409,12/18/15,1435,0,MEETING ST/LEE ST,CHARLESTON,SC,29403,333915,55,W,M,T1,125,2325178,352685.81, ,OPEN CONTAINER ALCOHOL,,
65,63410,12/18/15,1509,0,MEETING ST/LEE ST,CHARLESTON,SC,29401,9064,47,B,M,T1,125,2325178,352685.81, ,PUBLIC URINATION / DEFECATION,,
66,63411,12/18/15,1430,1500,SAVANNAH HWY,CHARLESTON,SC,29407,348996,32,B,F,T4,423,2305282.75,348111.78, ,OUT OF AGENCY WARRANT,,
67,63412,12/18/15,1834,645,MEETING ST,CHARLESTON,SC,29403,175852,56,B,M,T1,129,2323742.25,355117.97, ,PUBLIC INTOXICATION,,
68,63413,12/18/15,1902,0,GEORGE ST/ALEXANDER ST,CHARLESTON,SC,29401,240227,21,B,M,T2,221,2328882.5,348612.06, ,DUS 1ST,,
69,63414,12/18/15,1940,478,MEETING ST,CHARLESTON,SC,29403,78219,39,B,M,T1,124,2325659.5,351915.66, ,OPEN CONTAINER ALCOHOL,,
70,63415,12/18/15,1955,3575,MAYBANK HWY,CHARLESTON,SC,29455,349025,44,W,M,T3,325,2283227,324060.59, ,OPEN CONTAINER ALCOHOL,,
71,63416,12/18/15,1925,2070,SAM RITTENBERG BLVD,CHARLESTON,SC,29407,51396,18,B,F,T4,431,2297484.25,352472.09, ,SHOPLIFTING,,
72,63418,12/18/15,2249,1231,FOLLY RD,CHARLESTON,SC,29412,242815,17,W,M,T3,322,2317480.5,324391.53, ,SHOPLIFTING,,
73,63419,12/18/15,2117,3951,WEST ASHLEY CIR,CHARLESTON,SC,29414,75844,51,W,M,T4,433,2282170.5,360858.56, ,OPEN CONTAINER BEER/WINE IN VEH,,
74,63420,12/18/15,2352,1943,SAVANNAH HWY,CHARLESTON,SC,29407,98973,31,B,F,T4,424,2298801,349096.06, ,SIMPLE POSS MARIJUANA 1ST,,
75,63421,12/18/15,2359,1898,KING ST/DISCHER ST,CHARLESTON,SC,29405,28918,51,W,M,T1,129,2321569.25,364441.56, ,RECKLESS DRIVING,,
76,63422,12/19/15,22,871,RIVERLAND DR,CHARLESTON,SC,29412,348082,21,W,M,T3,322,2310467,329636.84, ,PUBLIC INTOXICATION,,
77,63423,12/19/15,26,871,RIVERLAND DR,CHARLESTON,SC,29412,348083,28,W,M,T3,322,2310467,329636.84, ,PUBLIC INTOXICATION,,
78,63425,12/18/15,2221,180,LOCKWOOD BLVD,CHARLESTON,SC,29403,2139,42,B,M,T1,128,2319662.25,349328.03, ,TRESPASSING,,
79,63426,12/19/15,11,2689,MAYBANK HWY/FENWICK HALL ALY,CHARLESTON,SC,29455,333595,25,W,F,T3,324,2297261.5,334322.94, ,SIMPLE POSS MARIJUANA 1ST,,
80,63428,12/19/15,56,1,STATE ST/BROAD ST, ,SC,29401,349061,25,B,F, , ,2349486.5,421306.66, ,SIMPLE POSS MARIJUANA 1ST,,
81,63429,12/19/15,155,139,CALHOUN ST,CHARLESTON,SC,29401,349062,30,B,M,T2,221,2327249,348371.44, ,PUBLIC DISORDERLY CONDUCT,,
82,63430,12/19/15,147,526,KING ST,CHARLESTON,SC,29403,320287,24,W,M,T1,122,2325733.75,350294.34, ,PUBLIC URINATION / DEFECATION,,
83,63431,12/19/15,17,3245,GLENN MCCONNELL PKWY,CHARLESTON,SC,29414,349078,33,W,M,T4,433,2289809.5,356872.53, ,DUI 1ST,,
84,63432,12/19/15,15,73,S MARKET ST/CHURCH ST,CHARLESTON,SC,29401,349077,21,W,M,T2,222,2328964.75,346435.75, ,PUBLIC INTOXICATION,,
85,63433,12/19/15,1022,3841,LEEDS AVENUE,N CHARLESTON,SC,29405,2366,67,B,M, , ,0,0, ,OPEN CONTAINER ALCOHOL,,
86,63434,12/19/15,1040,1849,SAM RITTENBERG BLVD/GARDNER RD,CHARLESTON,SC,29407,50641,22,B,M,T4,431,2301237,353275.38, ,PEDDLERS PERMIT REQUIRED,,
87,63435,12/19/15,1338,329,MEETING ST,CHARLESTON,SC,29403,4173,60,B,M,T1,122,2327226.75,348767.66, ,PUBLIC DISORDERLY CONDUCT,,
88,56005,2/1/15,721,33,CALHOUN ST,CHARLESTON,SC,29401,308774,25,W,M,T2,221,2329223.5,349501.16, ,SIMPLE POSS MARIJUANA 1ST,,
89,56006,2/1/15,715,33,CALHOUN ST,CHARLESTON,SC,29401,308777,26,W,M,T2,221,2329223.5,349501.16, ,SIMPLE POSS MARIJUANA 1ST,,
90,56007,2/1/15,918,75,CALHOUN ST,CHARLESTON,SC,29401,19493,68,W,M,T2,221,2328577.25,349059.34, ,TRESPASSING AFTER WARNING,,
91,56008,2/1/15,902,180,LOCKWOOD DR,CHARLESTON,SC,29403,151512,57,W,M,T1,128,2319581.25,349133.84, ,TRESPASSING AFTER WARNING,,
92,56009,2/1/15,1107,1104,KING ST/SIMONS ST,CHARLESTON,SC,29403,10872,43,B,F,T1,127,2322339.75,355804.72, ,OUT OF AGENCY WARRANT,,
93,56010,2/1/15,1810,1401,SAM RITTENBERG BLVD,CHARLESTON,SC,29407,207361,40,B,M,T4,428,2307863,358105.94, ,SHOPLIFTING,,
94,56011,2/1/15,2019,22,PALMETTO PARK DR,CHARLESTON,SC,29407,23273,52,B,M,T4,426,2303393.25,352278.59, ,SIMPLE ASSAULT,,
95,56012,2/1/15,2230,1272,CAMP RD/ENCAMPMENT CT,CHARLESTON,SC,29412,112966,52,B,M,T3,322,2322620.5,327272.75, ,OUT OF AGENCY WARRANT,,
96,56014,2/2/15,237,131,BOGARD ST/PRESIDENT ST,CHARLESTON,SC,29403,38254,47,B,M,T1,128,2322153.5,349710.44, ,PEDDLER OBSTRUCTING PUBLIC WAYS,,
97,56015,2/2/15,316,92,FISHBURNE ST,CHARLESTON,SC,29403,102255,22,W,M,T1,126,2323855.5,351853.09, ,TRESPASSING,,
98,56016,2/1/15,1555,180,LOCKWOOD DR,CHARLESTON,SC,29403,10408,26,B,M,T1,128,2319581.25,349133.84, ,BURGLARY 1ST DEGREE,,
99,56017,2/2/15,1150,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,212223,32,W,F, , ,0,0, ,SHOPLIFTING,,
100,56018,2/2/15,1220,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,28839,27,B,M, , ,0,0, ,GIVING FALSE INFORMATION,,
101,56019,2/2/15,1239,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,303846,43,B,M, , ,0,0, ,PROPERTY CRIME ENHANCEMENT,,
102,56020,2/2/15,1314,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,57040,50,W,M, , ,0,0, ,DEFRAUDING PUBLIC ACCOMODATIONS,,
103,56021,2/2/15,1336,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,193527,24,W,M, , ,0,0, ,CDV 1ST,,
104,56023,2/2/15,1400,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,28675,53,B,M, , ,0,0, ,SHOPLIFTING,,
105,56024,2/2/15,1604,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,128066,54,B,M, , ,0,0, ,OPEN CONTAINER ALCOHOL,,
106,56025,2/2/15,1231,0,I26/MEETING ST RAMP,CHARLESTON,SC,29405,79532,36,B,M,T1,126,2323804.5,353623.69, ,OUT OF AGENCY WARRANT,,
107,56026,2/2/15,1342,2064,SAM RITTENBERG BLVD,CHARLESTON,SC,29407,159458,19,W,M,T4,431,2297252,352898.53, ,SHOPLIFTING,,
108,56027,2/2/15,1613,18,ATHENS CT,CHARLESTON,SC,29403,42475,52,B,M,T1,127,2322727.5,355381.34, ,SIMPLE ASSAULT,,
109,56028,2/2/15,2059,20,SOCIETY ST/E BAY ST,CHARLESTON,SC,29401,308981,22,B,M,T2,221,2329110,348078.28, ,DUS 1ST,,
110,56029,2/2/15,2200,104,FOLLY ROAD BLVD/FORMOSA DR,CHARLESTON,SC,29407,189638,29,B,M,T4,421,2315425.75,343987.97, ,OPEN CONTAINER BEER/WINE IN VEH,,
111,56030,2/2/15,2336,26,E BATTERY ST/ATLANTIC ST,CHARLESTON,SC,29401,119085,21,B,F,T2,223,2329573,343283.5, ,DUS 1ST,,
112,56031,2/2/15,2222,1113,ASHLEY RIVER RD/MAGNOLIA RD,CHARLESTON,SC,29407,41540,33,B,M,T4,425,2308389.25,352048.31, ,OUT OF AGENCY WARRANT,,
113,56032,2/3/15,48,14,ROMNEY ST/N ROMNEY ST,CHARLESTON,SC,29403,308999,22,B,M,T1,129,2324802.5,356651, ,SIMPLE POSS MARIJUANA 1ST,,
114,56033,2/3/15,51,14,ROMNEY ST/N ROMNEY ST,CHARLESTON,SC,29403,277902,23,B,M,T1,129,2324802.5,356651, ,SIMPLE POSS MARIJUANA 1ST,,
115,56034,2/3/15,110,4,ALLWAY ST,CHARLESTON,SC,29403,72129,39,B,M,T1,128,2321844.5,349543.75, ,LOITERING,,
116,56035,2/2/15,2330,1512,SAM RITTENBERG BLVD/SPENCER ST,CHARLESTON,SC,29407,102514,20,B,M,T4,429,2306634,357455.31, ,SIMPLE POSS MARIJUANA 1ST,,
117,56036,2/2/15,1624,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,3583,20,B,M, , ,0,0, ,GAMBLING PROHIBITED,,
118,56037,2/3/15,859,3543,ADMIRAL DR,NORTH CHARLESTON,SC,29405,1768,25,B,M, , ,0,0, ,"LARCENY, M",,
119,56038,2/3/15,1347,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,357101,25,B,M, , ,0,0, ,TINTED WINDOWS/SUNSCREEN DEVICE,,
120,56039,2/3/15,1517,1000,FORT JOHNSON RD,CHARLESTON,SC,29412,307204,18,W,F,T3,322,2327746.25,328373.91, ,SIMPLE POSS MARIJUANA 1ST,,
121,56040,2/3/15,1522,1000,FORT JOHNSON RD,CHARLESTON,SC,29412,303559,18,B,M,T3,322,2327746.25,328373.91, ,SIMPLE POSS MARIJUANA 1ST,,
122,56041,2/3/15,1456,0,KING ST/SHEPPARD ST,CHARLESTON,SC,29403,4173,59,B,M,T1,122,2324630,351864.66, ,OPEN CONTAINER ALCOHOL,,
123,56042,2/3/15,1833,78,LINE ST/SAINT PHILIP ST,CHARLESTON,SC,29403,44627,46,B,M,T1,122,2324472.75,351422.53, ,BURGLARY 2ND DEGREE,,
124,56043,2/3/15,1703,1812,SAM RITTENBERG BLVD,CHARLESTON,SC,29407,309078,65,W,M,T4,432,2301230,354001.16, ,PUBLIC INTOXICATION,,
125,56044,2/3/15,2108,515,KING ST/MORRIS ST,CHARLESTON,SC,29403,6510,55,B,M,T1,122,2325888.75,349924.56, ,PUBLIC INTOXICATION,,
126,56045,2/4/15,32,1385,SECESSIONVILLE RD/HARBORSUN DR,CHARLESTON,SC,29412,92742,35,B,M,T3,323,2320916.75,322666.16, ,POSS COCAINE,,
127,56047,2/3/15,2231,699,N SHORE DR/WAITES DR,CHARLESTON,SC,29412,50470,26,W,M,T3,322,2323815.5,334087.41, ,SIMPLE POSS MARIJUANA 1ST,,
128,56049,2/4/15,115,1656,SAVANNAH HWY,CHARLESTON,SC,29407,199989,22,B,M,T4,423,2302794,348679.78, ,UNLAWFUL CARRYING OF HANDGUN,,
129,56050,2/3/15,2242,1068,SAM RITTENBERG BLVD/POSTON RD,CHARLESTON,SC,29407,33366,42,B,M,T4,429,2310146.75,363142.94, ,POSS COCAINE BASE,,
130,56051,2/3/15,2040,33,JOHN ST/MEETING ST,CHARLESTON,SC,29403,377,35,W,M,T1,122,2327018.25,349428.63, ,EXPIRED V/L TAG DECAL,,
131,56052,2/3/15,2232,949,KING ST,CHARLESTON,SC,29403,309116,21,B,M,T1,126,2322527.5,353920.56, ,DAMAGE TO REAL PROPERTY,,
132,56053,2/4/15,29,2058,SAVANNAH HWY,CHARLESTON,SC,29407,309117,44,B,M,T4,424,2297687.75,349647.03, ,OUT OF AGENCY WARRANT,,
133,56054,2/3/15,2042,1690,SAVANNAH HWY/BRAXTON AVE,CHARLESTON,SC,29407,309118,29,W,F,T4,423,2302267.25,348577.09, ,OUT OF AGENCY WARRANT,,
134,56055,2/4/15,11,1805,SAVANNAH HWY,CHARLESTON,SC,29407,44445,22,B,M,T4,423,2300840.5,348762.97, ,POSS CONTROLLED SUSB SCHEDULE I-V,,
135,56056,2/4/15,32,949,KING ST,CHARLESTON,SC,29403,179154,22,W,M,T1,126,2322527.5,353920.56, ,DISCHARGING FIREARM,,
136,56057,2/4/15,310,180,LOCKWOOD DR,CHARLESTON,SC,29403,5190,30,B,M,T1,128,2319581.25,349133.84, ,ASSAULT & BATTERY 3RD DEGREE,,
137,56058,2/3/15,1541,3841,LEEDS AVE,NORTH CHARLESTON,SC,29405,307504,28,B,M, , ,0,0, ,DISTRIBUTION / PURCHASING CONTROLLED SUBSTANCE,,
138,56059,2/3/15,1806,3841,LEEDS AVE,NORTH CHARLESTON,SC,29407,309127,35,B,M, , ,0,0, ,LEAVING SCENE OF ACCIDENT (PERSONAL INJURY/DEATH),,
139,56061,2/4/15,720,4060,W WILDCAT BLVD,CHARLESTON,SC,29414,258215,17,W,M,T4,433,2284420.5,360042.34, ,POSS CONTROLLED SUSB SCHEDULE I-V,,
140,56062,2/4/15,710,4060,W WILDCAT BLVD,CHARLESTON,SC,29414,220314,18,B,M,T4,433,2284420.5,360042.34, ,DISTRIBUTION / PURCHASING CONTROLLED SUBSTANCE,,
141,56063,2/4/15,900,4060,W WILDCAT BLVD,CHARLESTON,SC,29414,297748,16,B,F,T4,433,2284420.5,360042.34, ,DISTURBING SCHOOL,,
142,56064,2/4/15,900,4060,W WILDCAT BLVD,CHARLESTON,SC,29414,309141,16,B,F,T4,433,2284420.5,360042.34, ,DISTURBING SCHOOL,,
143,56065,2/4/15,930,0,CAPRI DR,CHARLESTON COUNTY,SC,29407,273745,49,W,F,T4,421,2301586.25,344449.09, ,DUI 2ND,,
144,56066,2/4/15,1230,375,MEETING ST,CHARLESTON,SC,29403,119482,52,B,M,T1,122,2326622.25,349678.41, ,LITTERING,,
145,56068,2/4/15,1556,63,MARY ST,CHARLESTON,SC,29403,12737,48,B,M,T1,122,2326324,350024.94, ,OPEN CONTAINER ALCOHOL,,
146,56069,2/4/15,1516,2367,SAVANNAH HWY/MELROSE DR,CHARLESTON,SC,29414,309157,29,W,M,T4,433,2292999.25,350299.78, ,NO DRIVERS LICENSE 1ST OFFENSE,,
147,56070,2/4/15,1503,1900,HAZELWOOD DR,CHARLESTON,SC,29407,295271,13,B,F,T4,432,2299089.75,354017.91, ,SIMPLE ASSAULT,,
148,56071,2/4/15,1347,1510,KING ST/MONROVIA ST,CHARLESTON,SC,29405,26785,45,B,F,T1,129,2322040.5,360043.13, ,POSS DRUG PARAPHERNALIA,,
149,56072,2/4/15,2030,80,SPRING ST,CHARLESTON,SC,29403,28389,61,B,M,T1,121,2324236,350322.06, ,PUBLIC INTOXICATION,,
150,56073,2/5/15,605,1524,SAVANNAH HWY,CHARLESTON,SC,29407,297764,21,B,M,T4,423,2304352,348311.75, ,SIMPLE POSS MARIJUANA 1ST,,
151,56074,2/5/15,402,1524,SAVANNAH HWY,CHARLESTON,SC,29407,292414,18,B,M,T4,423,2304352,348311.75, ,POSS COCAINE BASE,,
152,56075,2/5/15,206,0,US17/MORRISON DR,CHARLESTON,SC,29403,240009,25,W,M,T1,129,2324844,354795.4, ,SIMPLE POSS MARIJUANA 1ST,,
153,56076,2/4/15,1629,2223,BECKER ST,NORTH CHARLESTON,SC,29405,280142,61,W,M, , ,0,0, ,LARCENY,,
154,56078,2/5/15,845,108,MCGEE ST,GREENVILLE,SC,29601,257802,35,W,M, , ,0,0, ,CRIMES AGAINST FED CHARTERED OR INSURED FINANCIAL INS,,
155,56079,2/5/15,1017,199,SHEPPARD ST/RUTLEDGE AVE,CHARLESTON,SC,29403,309251,24,B,M,T1,126,2322998,351036.66, ,CARELESS DRIVING,,
156,56081,2/5/15,1345,1968,MEETING STREET RD,CHARLESTON,SC,29405,307395,48,B,M,T1,129,2321598.5,365037.97, ,PETIT LARCENY,,
157,56082,2/5/15,1433,1140,SAM RITTENBERG BLVD,CHARLESTON,SC,29407,309299,27,W,M,T4,429,2309346.5,360296.81, ,POSS CONTROLLED SUSB SCHEDULE I-V,,
158,56084,2/5/15,1906,898,KING ST/MOULTRIE ST,CHARLESTON,SC,29403,19371,62,B,M,T1,126,2322789.75,353790.09, ,PUBLIC INTOXICATION,,
159,56085,2/5/15,2150,135,CALHOUN ST,CHARLESTON,SC,29401,309329,19,W,F,T2,221,2327302.75,348393.13, ,FAKE ID / ALTERED DRIVING LICENSE,,
